home_team,away_team,home_score,away_score,date,season
Atlético Madrid,Celta Vigo,4.0,1.0,2022-09-10,2023
Getafe,Real Sociedad,2.0,1.0,2022-09-11,2023
Real Madrid,Mallorca,4.0,1.0,2022-09-11,2023
Almería,Osasuna,0.0,1.0,2022-09-12,2023
Almería,Osasuna,0.0,1.0,2022-09-12,2023
Mallorca,Almería,1.0,0.0,2022-09-17,2023
Athletic Club,Rayo Vallecano,3.0,2.0,2022-09-17,2023
Valencia,Celta Vigo,3.0,0.0,2022-09-17,2023
Mallorca,Almería,1.0,0.0,2022-09-17,2023
Betis,Girona,2.0,1.0,2022-09-18,2023
Atlético Madrid,Real Madrid,1.0,2.0,2022-09-18,2023
Osasuna,Getafe,0.0,2.0,2022-09-18,2023
Betis,Girona,2.0,1.0,2022-09-18,2023
Atlético Madrid,Real Madrid,1.0,2.0,2022-09-18,2023
Athletic Club,Almería,4.0,0.0,2022-09-30,2023
Athletic Club,Almería,4.0,0.0,2022-09-30,2023
Mallorca,Barcelona,0.0,1.0,2022-10-01,2023
Sevilla,Atlético Madrid,0.0,2.0,2022-10-01,2023
Sevilla,Atlético Madrid,0.0,2.0,2022-10-01,2023
Girona,Real Sociedad,3.0,5.0,2022-10-02,2023
Celta Vigo,Betis,1.0,0.0,2022-10-02,2023
Celta Vigo,Betis,1.0,0.0,2022-10-02,2023
Real Madrid,Osasuna,1.0,1.0,2022-10-02,2023
Osasuna,Valencia,1.0,2.0,2022-10-07,2023
Sevilla,Athletic Club,1.0,1.0,2022-10-08,2023
Atlético Madrid,Girona,2.0,1.0,2022-10-08,2023
Almería,Rayo Vallecano,3.0,1.0,2022-10-08,2023
Almería,Rayo Vallecano,3.0,1.0,2022-10-08,2023
Getafe,Real Madrid,0.0,1.0,2022-10-08,2023
Atlético Madrid,Girona,2.0,1.0,2022-10-08,2023
Barcelona,Celta Vigo,1.0,0.0,2022-10-09,2023
Rayo Vallecano,Getafe,0.0,0.0,2022-10-14,2023
Athletic Club,Atlético Madrid,0.0,1.0,2022-10-15,2023
Mallorca,Sevilla,0.0,1.0,2022-10-15,2023
Girona,Cádiz,1.0,1.0,2022-10-15,2023
Athletic Club,Atlético Madrid,0.0,1.0,2022-10-15,2023
Girona,Cádiz,1.0,1.0,2022-10-15,2023
Real Madrid,Barcelona,3.0,1.0,2022-10-16,2023
Betis,Almería,3.0,1.0,2022-10-16,2023
Celta Vigo,Real Sociedad,1.0,2.0,2022-10-16,2023
Betis,Almería,3.0,1.0,2022-10-16,2023
Getafe,Athletic Club,2.0,2.0,2022-10-18,2023
Atlético Madrid,Rayo Vallecano,1.0,1.0,2022-10-18,2023
Sevilla,Valencia,1.0,1.0,2022-10-18,2023
Atlético Madrid,Rayo Vallecano,1.0,1.0,2022-10-18,2023
Cádiz,Betis,0.0,0.0,2022-10-19,2023
Real Sociedad,Mallorca,1.0,0.0,2022-10-19,2023
Cádiz,Betis,0.0,0.0,2022-10-19,2023
Almería,Girona,3.0,2.0,2022-10-20,2023
Almería,Girona,3.0,2.0,2022-10-20,2023
Valencia,Mallorca,1.0,2.0,2022-10-22,2023
Rayo Vallecano,Cádiz,5.0,1.0,2022-10-22,2023
Real Madrid,Sevilla,3.0,1.0,2022-10-22,2023
Rayo Vallecano,Cádiz,5.0,1.0,2022-10-22,2023
Girona,Osasuna,1.0,1.0,2022-10-23,2023
Betis,Atlético Madrid,1.0,2.0,2022-10-23,2023
Betis,Atlético Madrid,1.0,2.0,2022-10-23,2023
Barcelona,Athletic Club,4.0,0.0,2022-10-23,2023
Celta Vigo,Getafe,1.0,1.0,2022-10-24,2023
Cádiz,Atlético Madrid,3.0,2.0,2022-10-29,2023
Almería,Celta Vigo,3.0,1.0,2022-10-29,2023
Sevilla,Rayo Vallecano,0.0,1.0,2022-10-29,2023
Cádiz,Atlético Madrid,3.0,2.0,2022-10-29,2023
Valencia,Barcelona,0.0,1.0,2022-10-29,2023
Almería,Celta Vigo,3.0,1.0,2022-10-29,2023
Real Madrid,Girona,1.0,1.0,2022-10-30,2023
Real Sociedad,Betis,0.0,2.0,2022-10-30,2023
Real Sociedad,Betis,0.0,2.0,2022-10-30,2023
Girona,Athletic Club,2.0,1.0,2022-11-04,2023
Getafe,Cádiz,0.0,0.0,2022-11-05,2023
Barcelona,Almería,2.0,0.0,2022-11-05,2023
Barcelona,Almería,2.0,0.0,2022-11-05,2023
Celta Vigo,Osasuna,1.0,2.0,2022-11-05,2023
Getafe,Cádiz,0.0,0.0,2022-11-05,2023
Betis,Sevilla,1.0,1.0,2022-11-06,2023
Real Sociedad,Valencia,1.0,1.0,2022-11-06,2023
Betis,Sevilla,1.0,1.0,2022-11-06,2023
Rayo Vallecano,Real Madrid,3.0,2.0,2022-11-07,2023
Osasuna,Barcelona,1.0,2.0,2022-11-08,2023
Mallorca,Atlético Madrid,1.0,0.0,2022-11-09,2023
Sevilla,Real Sociedad,1.0,2.0,2022-11-09,2023
Almería,Getafe,1.0,0.0,2022-11-09,2023
Mallorca,Atlético Madrid,1.0,0.0,2022-11-09,2023
Almería,Getafe,1.0,0.0,2022-11-09,2023
Real Madrid,Cádiz,2.0,1.0,2022-11-10,2023
Rayo Vallecano,Celta Vigo,0.0,0.0,2022-11-10,2023
Valencia,Betis,3.0,0.0,2022-11-10,2023
Real Madrid,Cádiz,2.0,1.0,2022-11-10,2023
Valencia,Betis,3.0,0.0,2022-11-10,2023
Girona,Rayo Vallecano,2.0,2.0,2022-12-29,2023
Betis,Athletic Club,0.0,0.0,2022-12-29,2023
Betis,Athletic Club,0.0,0.0,2022-12-29,2023
Celta Vigo,Sevilla,1.0,1.0,2022-12-30,2023
Getafe,Mallorca,2.0,0.0,2022-12-30,2023
Cádiz,Almería,1.0,1.0,2022-12-30,2023
Cádiz,Almería,1.0,1.0,2022-12-30,2023
Real Sociedad,Osasuna,2.0,0.0,2022-12-31,2023
Valencia,Cádiz,0.0,1.0,2023-01-06,2023
Valencia,Cádiz,0.0,1.0,2023-01-06,2023
Almería,Real Sociedad,0.0,2.0,2023-01-08,2023
Atlético Madrid,Barcelona,0.0,1.0,2023-01-08,2023
Almería,Real Sociedad,0.0,2.0,2023-01-08,2023
Rayo Vallecano,Betis,1.0,2.0,2023-01-08,2023
Rayo Vallecano,Betis,1.0,2.0,2023-01-08,2023
Sevilla,Getafe,2.0,1.0,2023-01-08,2023
Atlético Madrid,Barcelona,0.0,1.0,2023-01-08,2023
Athletic Club,Osasuna,0.0,0.0,2023-01-09,2023
Osasuna,Mallorca,1.0,0.0,2023-01-14,2023
Girona,Sevilla,2.0,1.0,2023-01-14,2023
Real Sociedad,Athletic Club,3.0,1.0,2023-01-14,2023
Almería,Atlético Madrid,1.0,1.0,2023-01-15,2023
Almería,Atlético Madrid,1.0,1.0,2023-01-15,2023
Mallorca,Celta Vigo,1.0,0.0,2023-01-20,2023
Rayo Vallecano,Real Sociedad,0.0,2.0,2023-01-21,2023
Sevilla,Cádiz,1.0,0.0,2023-01-21,2023
Sevilla,Cádiz,1.0,0.0,2023-01-21,2023
Barcelona,Getafe,1.0,0.0,2023-01-22,2023
Athletic Club,Real Madrid,0.0,2.0,2023-01-22,2023
Valencia,Almería,2.0,2.0,2023-01-23,2023
Valencia,Almería,2.0,2.0,2023-01-23,2023
Cádiz,Mallorca,2.0,0.0,2023-01-28,2023
Getafe,Betis,0.0,1.0,2023-01-28,2023
Getafe,Betis,0.0,1.0,2023-01-28,2023
Cádiz,Mallorca,2.0,0.0,2023-01-28,2023
Girona,Barcelona,0.0,1.0,2023-01-28,2023
Real Madrid,Real Sociedad,0.0,0.0,2023-01-29,2023
Osasuna,Atlético Madrid,0.0,1.0,2023-01-29,2023
Celta Vigo,Athletic Club,1.0,0.0,2023-01-29,2023
Osasuna,Atlético Madrid,0.0,1.0,2023-01-29,2023
Betis,Barcelona,1.0,2.0,2023-02-01,2023
Betis,Barcelona,1.0,2.0,2023-02-01,2023
Real Madrid,Valencia,2.0,0.0,2023-02-02,2023
Athletic Club,Cádiz,4.0,1.0,2023-02-03,2023
Athletic Club,Cádiz,4.0,1.0,2023-02-03,2023
Betis,Celta Vigo,3.0,4.0,2023-02-04,2023
Betis,Celta Vigo,3.0,4.0,2023-02-04,2023
Atlético Madrid,Getafe,1.0,1.0,2023-02-04,2023
Atlético Madrid,Getafe,1.0,1.0,2023-02-04,2023
Girona,Valencia,1.0,0.0,2023-02-05,2023
Mallorca,Real Madrid,1.0,0.0,2023-02-05,2023
Barcelona,Sevilla,3.0,0.0,2023-02-05,2023
Rayo Vallecano,Almería,2.0,0.0,2023-02-06,2023
Rayo Vallecano,Almería,2.0,0.0,2023-02-06,2023
Cádiz,Girona,2.0,0.0,2023-02-10,2023
Cádiz,Girona,2.0,0.0,2023-02-10,2023
Valencia,Athletic Club,1.0,2.0,2023-02-11,2023
Sevilla,Mallorca,2.0,0.0,2023-02-11,2023
Almería,Betis,2.0,3.0,2023-02-11,2023
Almería,Betis,2.0,3.0,2023-02-11,2023
Celta Vigo,Atlético Madrid,0.0,1.0,2023-02-12,2023
Getafe,Rayo Vallecano,1.0,1.0,2023-02-12,2023
Celta Vigo,Atlético Madrid,0.0,1.0,2023-02-12,2023
Girona,Almería,6.0,2.0,2023-02-17,2023
Girona,Almería,6.0,2.0,2023-02-17,2023
Real Sociedad,Celta Vigo,1.0,1.0,2023-02-18,2023
Osasuna,Real Madrid,0.0,2.0,2023-02-18,2023
Barcelona,Cádiz,2.0,0.0,2023-02-19,2023
Atlético Madrid,Athletic Club,1.0,0.0,2023-02-19,2023
Rayo Vallecano,Sevilla,1.0,1.0,2023-02-19,2023
Barcelona,Cádiz,2.0,0.0,2023-02-19,2023
Atlético Madrid,Athletic Club,1.0,0.0,2023-02-19,2023
Getafe,Valencia,1.0,0.0,2023-02-20,2023
Cádiz,Rayo Vallecano,1.0,0.0,2023-02-25,2023
Cádiz,Rayo Vallecano,1.0,0.0,2023-02-25,2023
Valencia,Real Sociedad,1.0,0.0,2023-02-25,2023
Real Madrid,Atlético Madrid,1.0,1.0,2023-02-25,2023
Real Madrid,Atlético Madrid,1.0,1.0,2023-02-25,2023
Sevilla,Osasuna,2.0,3.0,2023-02-26,2023
Almería,Barcelona,1.0,0.0,2023-02-26,2023
Athletic Club,Girona,2.0,3.0,2023-02-26,2023
Almería,Barcelona,1.0,0.0,2023-02-26,2023
Real Sociedad,Cádiz,0.0,0.0,2023-03-03,2023
Real Sociedad,Cádiz,0.0,0.0,2023-03-03,2023
Atlético Madrid,Sevilla,6.0,1.0,2023-03-04,2023
Atlético Madrid,Sevilla,6.0,1.0,2023-03-04,2023
Getafe,Girona,3.0,2.0,2023-03-04,2023
Rayo Vallecano,Athletic Club,0.0,0.0,2023-03-05,2023
Betis,Real Madrid,0.0,0.0,2023-03-05,2023
Barcelona,Valencia,1.0,0.0,2023-03-05,2023
Betis,Real Madrid,0.0,0.0,2023-03-05,2023
Osasuna,Celta Vigo,0.0,0.0,2023-03-06,2023
Cádiz,Getafe,2.0,2.0,2023-03-10,2023
Cádiz,Getafe,2.0,2.0,2023-03-10,2023
Valencia,Osasuna,1.0,0.0,2023-03-11,2023
Celta Vigo,Rayo Vallecano,3.0,0.0,2023-03-11,2023
Athletic Club,Barcelona,0.0,1.0,2023-03-12,2023
Sevilla,Almería,2.0,1.0,2023-03-12,2023
Mallorca,Real Sociedad,1.0,1.0,2023-03-12,2023
Sevilla,Almería,2.0,1.0,2023-03-12,2023
Girona,Atlético Madrid,0.0,1.0,2023-03-13,2023
Girona,Atlético Madrid,0.0,1.0,2023-03-13,2023
Almería,Cádiz,1.0,1.0,2023-03-18,2023
Atlético Madrid,Valencia,3.0,0.0,2023-03-18,2023
Rayo Vallecano,Girona,2.0,2.0,2023-03-18,2023
Almería,Cádiz,1.0,1.0,2023-03-18,2023
Atlético Madrid,Valencia,3.0,0.0,2023-03-18,2023
Barcelona,Real Madrid,2.0,1.0,2023-03-19,2023
Getafe,Sevilla,2.0,0.0,2023-03-19,2023
Betis,Mallorca,1.0,0.0,2023-03-19,2023
Betis,Mallorca,1.0,0.0,2023-03-19,2023
Mallorca,Osasuna,0.0,0.0,2023-03-31,2023
Athletic Club,Getafe,0.0,0.0,2023-04-01,2023
Cádiz,Sevilla,0.0,2.0,2023-04-01,2023
Cádiz,Sevilla,0.0,2.0,2023-04-01,2023
Celta Vigo,Almería,2.0,2.0,2023-04-02,2023
Atlético Madrid,Betis,1.0,0.0,2023-04-02,2023
Celta Vigo,Almería,2.0,2.0,2023-04-02,2023
Atlético Madrid,Betis,1.0,0.0,2023-04-02,2023
Valencia,Rayo Vallecano,1.0,1.0,2023-04-03,2023
Sevilla,Celta Vigo,2.0,2.0,2023-04-07,2023
Real Sociedad,Getafe,2.0,0.0,2023-04-08,2023
Rayo Vallecano,Atlético Madrid,1.0,2.0,2023-04-09,2023
Rayo Vallecano,Atlético Madrid,1.0,2.0,2023-04-09,2023
Betis,Cádiz,0.0,2.0,2023-04-09,2023
Betis,Cádiz,0.0,2.0,2023-04-09,2023
Almería,Valencia,2.0,1.0,2023-04-09,2023
Almería,Valencia,2.0,1.0,2023-04-09,2023
Barcelona,Girona,0.0,0.0,2023-04-10,2023
Rayo Vallecano,Osasuna,2.0,1.0,2023-04-14,2023
Athletic Club,Real Sociedad,2.0,0.0,2023-04-15,2023
Cádiz,Real Madrid,0.0,2.0,2023-04-15,2023
Cádiz,Real Madrid,0.0,2.0,2023-04-15,2023
Atlético Madrid,Almería,2.0,1.0,2023-04-16,2023
Valencia,Sevilla,0.0,2.0,2023-04-16,2023
Atlético Madrid,Almería,2.0,1.0,2023-04-16,2023
Getafe,Barcelona,0.0,0.0,2023-04-16,2023
Celta Vigo,Mallorca,0.0,1.0,2023-04-17,2023
Osasuna,Betis,3.0,2.0,2023-04-22,2023
Osasuna,Betis,3.0,2.0,2023-04-22,2023
Almería,Athletic Club,1.0,2.0,2023-04-22,2023
Real Madrid,Celta Vigo,2.0,0.0,2023-04-22,2023
Real Sociedad,Rayo Vallecano,2.0,1.0,2023-04-22,2023
Almería,Athletic Club,1.0,2.0,2023-04-22,2023
Barcelona,Atlético Madrid,1.0,0.0,2023-04-23,2023
Mallorca,Getafe,3.0,1.0,2023-04-23,2023
Barcelona,Atlético Madrid,1.0,0.0,2023-04-23,2023
Cádiz,Osasuna,0.0,1.0,2023-04-25,2023
Girona,Real Madrid,4.0,2.0,2023-04-25,2023
Betis,Real Sociedad,0.0,0.0,2023-04-25,2023
Betis,Real Sociedad,0.0,0.0,2023-04-25,2023
Cádiz,Osasuna,0.0,1.0,2023-04-25,2023
Rayo Vallecano,Barcelona,2.0,1.0,2023-04-26,2023
Getafe,Almería,1.0,2.0,2023-04-26,2023
Atlético Madrid,Mallorca,3.0,1.0,2023-04-26,2023
Atlético Madrid,Mallorca,3.0,1.0,2023-04-26,2023
Getafe,Almería,1.0,2.0,2023-04-26,2023
Athletic Club,Sevilla,0.0,1.0,2023-04-27,2023
Osasuna,Real Sociedad,0.0,2.0,2023-04-28,2023
Barcelona,Betis,4.0,0.0,2023-04-29,2023
Real Madrid,Almería,4.0,2.0,2023-04-29,2023
Barcelona,Betis,4.0,0.0,2023-04-29,2023
Real Madrid,Almería,4.0,2.0,2023-04-29,2023
Cádiz,Valencia,2.0,1.0,2023-04-30,2023
Cádiz,Valencia,2.0,1.0,2023-04-30,2023
Sevilla,Girona,0.0,2.0,2023-05-01,2023
Mallorca,Athletic Club,1.0,1.0,2023-05-01,2023
Barcelona,Osasuna,1.0,0.0,2023-05-02,2023
Real Sociedad,Real Madrid,2.0,0.0,2023-05-02,2023
Getafe,Celta Vigo,1.0,0.0,2023-05-03,2023
Atlético Madrid,Cádiz,5.0,1.0,2023-05-03,2023
Atlético Madrid,Cádiz,5.0,1.0,2023-05-03,2023
Girona,Mallorca,2.0,1.0,2023-05-04,2023
Athletic Club,Betis,0.0,1.0,2023-05-04,2023
Athletic Club,Betis,0.0,1.0,2023-05-04,2023
Mallorca,Cádiz,1.0,0.0,2023-05-12,2023
Mallorca,Cádiz,1.0,0.0,2023-05-12,2023
Real Madrid,Getafe,1.0,0.0,2023-05-13,2023
Osasuna,Almería,3.0,1.0,2023-05-13,2023
Real Sociedad,Girona,2.0,2.0,2023-05-13,2023
Osasuna,Almería,3.0,1.0,2023-05-13,2023
Celta Vigo,Valencia,1.0,2.0,2023-05-14,2023
Betis,Rayo Vallecano,3.0,1.0,2023-05-15,2023
Betis,Rayo Vallecano,3.0,1.0,2023-05-15,2023
Athletic Club,Celta Vigo,2.0,1.0,2023-05-20,2023
Barcelona,Real Sociedad,1.0,2.0,2023-05-20,2023
Almería,Mallorca,3.0,0.0,2023-05-20,2023
Almería,Mallorca,3.0,0.0,2023-05-20,2023
Atlético Madrid,Osasuna,3.0,0.0,2023-05-21,2023
Atlético Madrid,Osasuna,3.0,0.0,2023-05-21,2023
Valencia,Real Madrid,1.0,0.0,2023-05-21,2023
Sevilla,Betis,0.0,0.0,2023-05-21,2023
Sevilla,Betis,0.0,0.0,2023-05-21,2023
Real Sociedad,Almería,1.0,0.0,2023-05-23,2023
Celta Vigo,Girona,1.0,1.0,2023-05-23,2023
Real Sociedad,Almería,1.0,0.0,2023-05-23,2023
Real Madrid,Rayo Vallecano,2.0,1.0,2023-05-24,2023
Betis,Getafe,0.0,1.0,2023-05-24,2023
Betis,Getafe,0.0,1.0,2023-05-24,2023
Mallorca,Valencia,1.0,0.0,2023-05-25,2023
Osasuna,Athletic Club,2.0,0.0,2023-05-25,2023
Sevilla,Real Madrid,1.0,2.0,2023-05-27,2023
Getafe,Osasuna,2.0,1.0,2023-05-28,2023
Cádiz,Celta Vigo,1.0,0.0,2023-05-28,2023
Girona,Betis,1.0,2.0,2023-05-28,2023
Barcelona,Mallorca,3.0,0.0,2023-05-28,2023
Atlético Madrid,Real Sociedad,2.0,1.0,2023-05-28,2023
Atlético Madrid,Real Sociedad,2.0,1.0,2023-05-28,2023
Cádiz,Celta Vigo,1.0,0.0,2023-05-28,2023
Girona,Betis,1.0,2.0,2023-05-28,2023
Mallorca,Rayo Vallecano,3.0,0.0,2023-06-04,2023
Real Madrid,Athletic Club,1.0,1.0,2023-06-04,2023
Betis,Valencia,1.0,1.0,2023-06-04,2023
Betis,Valencia,1.0,1.0,2023-06-04,2023
Real Sociedad,Sevilla,2.0,1.0,2023-06-04,2023
Celta Vigo,Barcelona,2.0,1.0,2023-06-04,2023
Osasuna,Girona,2.0,1.0,2023-06-04,2023
Sevilla,Valencia,1.0,2.0,2023-08-11,2024
Almería,Rayo Vallecano,0.0,2.0,2023-08-11,2024
Almería,Rayo Vallecano,0.0,2.0,2023-08-11,2024
Athletic Club,Real Madrid,0.0,2.0,2023-08-12,2024
Las Palmas,Mallorca,1.0,1.0,2023-08-12,2024
Real Sociedad,Girona,1.0,1.0,2023-08-12,2024
Getafe,Barcelona,0.0,0.0,2023-08-13,2024
Celta Vigo,Osasuna,0.0,2.0,2023-08-13,2024
Cádiz,Alavés,1.0,0.0,2023-08-14,2024
Cádiz,Alavés,1.0,0.0,2023-08-14,2024
Atlético Madrid,Granada,3.0,1.0,2023-08-14,2024
Atlético Madrid,Granada,3.0,1.0,2023-08-14,2024
Valencia,Las Palmas,1.0,0.0,2023-08-18,2024
Osasuna,Athletic Club,0.0,2.0,2023-08-19,2024
Real Sociedad,Celta Vigo,1.0,1.0,2023-08-19,2024
Almería,Real Madrid,1.0,3.0,2023-08-19,2024
Almería,Real Madrid,1.0,3.0,2023-08-19,2024
Betis,Atlético Madrid,0.0,0.0,2023-08-20,2024
Barcelona,Cádiz,2.0,0.0,2023-08-20,2024
Girona,Getafe,3.0,0.0,2023-08-20,2024
Betis,Atlético Madrid,0.0,0.0,2023-08-20,2024
Barcelona,Cádiz,2.0,0.0,2023-08-20,2024
Granada,Rayo Vallecano,0.0,2.0,2023-08-21,2024
Alavés,Sevilla,4.0,3.0,2023-08-21,2024
Alavés,Sevilla,4.0,3.0,2023-08-21,2024
Celta Vigo,Real Madrid,0.0,1.0,2023-08-25,2024
Las Palmas,Real Sociedad,0.0,0.0,2023-08-25,2024
Sevilla,Girona,1.0,2.0,2023-08-26,2024
Cádiz,Almería,1.0,1.0,2023-08-26,2024
Granada,Mallorca,3.0,2.0,2023-08-26,2024
Cádiz,Almería,1.0,1.0,2023-08-26,2024
Valencia,Osasuna,1.0,2.0,2023-08-27,2024
Athletic Club,Betis,4.0,2.0,2023-08-27,2024
Athletic Club,Betis,4.0,2.0,2023-08-27,2024
Getafe,Alavés,1.0,0.0,2023-08-28,2024
Rayo Vallecano,Atlético Madrid,0.0,7.0,2023-08-28,2024
Rayo Vallecano,Atlético Madrid,0.0,7.0,2023-08-28,2024
Getafe,Alavés,1.0,0.0,2023-08-28,2024
Almería,Celta Vigo,2.0,3.0,2023-09-01,2024
Almería,Celta Vigo,2.0,3.0,2023-09-01,2024
Real Sociedad,Granada,5.0,3.0,2023-09-02,2024
Alavés,Valencia,1.0,0.0,2023-09-02,2024
Alavés,Valencia,1.0,0.0,2023-09-02,2024
Real Madrid,Getafe,2.0,1.0,2023-09-02,2024
Betis,Rayo Vallecano,1.0,0.0,2023-09-02,2024
Betis,Rayo Vallecano,1.0,0.0,2023-09-02,2024
Osasuna,Barcelona,1.0,2.0,2023-09-03,2024
Girona,Las Palmas,1.0,0.0,2023-09-03,2024
Mallorca,Athletic Club,0.0,0.0,2023-09-03,2024
Rayo Vallecano,Alavés,2.0,0.0,2023-09-15,2024
Rayo Vallecano,Alavés,2.0,0.0,2023-09-15,2024
Valencia,Atlético Madrid,3.0,0.0,2023-09-16,2024
Barcelona,Betis,5.0,0.0,2023-09-16,2024
Barcelona,Betis,5.0,0.0,2023-09-16,2024
Celta Vigo,Mallorca,0.0,1.0,2023-09-16,2024
Athletic Club,Cádiz,3.0,0.0,2023-09-16,2024
Athletic Club,Cádiz,3.0,0.0,2023-09-16,2024
