home_team,away_team,home_score,away_score,date,season
Athletic Club,Barcelona,1.0,0.0,2019-08-16,2020
Celta Vigo,Real Madrid,1.0,3.0,2019-08-17,2020
Valencia,Real Sociedad,1.0,1.0,2019-08-17,2020
Atlético Madrid,Getafe,1.0,0.0,2019-08-18,2020
Atlético Madrid,Getafe,1.0,0.0,2019-08-18,2020
Granada,Sevilla,0.0,1.0,2019-08-23,2020
Celta Vigo,Valencia,1.0,0.0,2019-08-24,2020
Getafe,Athletic Club,1.0,1.0,2019-08-24,2020
Mallorca,Real Sociedad,0.0,1.0,2019-08-25,2020
Barcelona,Betis,5.0,2.0,2019-08-25,2020
Barcelona,Betis,5.0,2.0,2019-08-25,2020
Sevilla,Celta Vigo,1.0,1.0,2019-08-30,2020
Athletic Club,Real Sociedad,2.0,0.0,2019-08-30,2020
Getafe,Alavés,1.0,1.0,2019-08-31,2020
Osasuna,Barcelona,2.0,2.0,2019-08-31,2020
Getafe,Alavés,1.0,1.0,2019-08-31,2020
Valencia,Mallorca,2.0,0.0,2019-09-01,2020
Mallorca,Athletic Club,0.0,0.0,2019-09-13,2020
Real Sociedad,Atlético Madrid,2.0,0.0,2019-09-14,2020
Barcelona,Valencia,5.0,2.0,2019-09-14,2020
Real Sociedad,Atlético Madrid,2.0,0.0,2019-09-14,2020
Betis,Getafe,1.0,1.0,2019-09-15,2020
Celta Vigo,Granada,0.0,2.0,2019-09-15,2020
Alavés,Sevilla,0.0,1.0,2019-09-15,2020
Betis,Getafe,1.0,1.0,2019-09-15,2020
Alavés,Sevilla,0.0,1.0,2019-09-15,2020
Osasuna,Betis,0.0,0.0,2019-09-20,2020
Osasuna,Betis,0.0,0.0,2019-09-20,2020
Atlético Madrid,Celta Vigo,0.0,0.0,2019-09-21,2020
Atlético Madrid,Celta Vigo,0.0,0.0,2019-09-21,2020
Granada,Barcelona,2.0,0.0,2019-09-21,2020
Sevilla,Real Madrid,0.0,1.0,2019-09-22,2020
Getafe,Mallorca,4.0,2.0,2019-09-22,2020
Athletic Club,Alavés,2.0,0.0,2019-09-22,2020
Athletic Club,Alavés,2.0,0.0,2019-09-22,2020
Mallorca,Atlético Madrid,0.0,2.0,2019-09-25,2020
Real Madrid,Osasuna,2.0,0.0,2019-09-25,2020
Valencia,Getafe,3.0,3.0,2019-09-25,2020
Mallorca,Atlético Madrid,0.0,2.0,2019-09-25,2020
Real Sociedad,Alavés,3.0,0.0,2019-09-26,2020
Real Sociedad,Alavés,3.0,0.0,2019-09-26,2020
Atlético Madrid,Real Madrid,0.0,0.0,2019-09-28,2020
Atlético Madrid,Real Madrid,0.0,0.0,2019-09-28,2020
Getafe,Barcelona,0.0,2.0,2019-09-28,2020
Athletic Club,Valencia,0.0,1.0,2019-09-28,2020
Alavés,Mallorca,2.0,0.0,2019-09-29,2020
Sevilla,Real Sociedad,3.0,2.0,2019-09-29,2020
Alavés,Mallorca,2.0,0.0,2019-09-29,2020
Valencia,Alavés,2.0,1.0,2019-10-05,2020
Real Madrid,Granada,4.0,2.0,2019-10-05,2020
Valencia,Alavés,2.0,1.0,2019-10-05,2020
Real Sociedad,Getafe,1.0,2.0,2019-10-06,2020
Barcelona,Sevilla,4.0,0.0,2019-10-06,2020
Celta Vigo,Athletic Club,1.0,0.0,2019-10-06,2020
Granada,Osasuna,1.0,0.0,2019-10-18,2020
Mallorca,Real Madrid,1.0,0.0,2019-10-19,2020
Atlético Madrid,Valencia,1.0,1.0,2019-10-19,2020
Atlético Madrid,Valencia,1.0,1.0,2019-10-19,2020
Alavés,Celta Vigo,2.0,0.0,2019-10-20,2020
Real Sociedad,Betis,3.0,1.0,2019-10-20,2020
Alavés,Celta Vigo,2.0,0.0,2019-10-20,2020
Real Sociedad,Betis,3.0,1.0,2019-10-20,2020
Atlético Madrid,Athletic Club,2.0,0.0,2019-10-26,2020
Atlético Madrid,Athletic Club,2.0,0.0,2019-10-26,2020
Granada,Betis,1.0,0.0,2019-10-27,2020
Celta Vigo,Real Sociedad,0.0,1.0,2019-10-27,2020
Osasuna,Valencia,3.0,1.0,2019-10-27,2020
Sevilla,Getafe,2.0,0.0,2019-10-27,2020
Granada,Betis,1.0,0.0,2019-10-27,2020
Alavés,Atlético Madrid,1.0,1.0,2019-10-29,2020
Alavés,Atlético Madrid,1.0,1.0,2019-10-29,2020
Betis,Celta Vigo,2.0,1.0,2019-10-30,2020
Betis,Celta Vigo,2.0,1.0,2019-10-30,2020
Valencia,Sevilla,1.0,1.0,2019-10-30,2020
Getafe,Granada,3.0,1.0,2019-10-31,2020
Mallorca,Osasuna,2.0,2.0,2019-10-31,2020
Real Madrid,Betis,0.0,0.0,2019-11-02,2020
Real Madrid,Betis,0.0,0.0,2019-11-02,2020
Sevilla,Atlético Madrid,1.0,1.0,2019-11-02,2020
Sevilla,Atlético Madrid,1.0,1.0,2019-11-02,2020
Granada,Real Sociedad,1.0,2.0,2019-11-03,2020
Osasuna,Alavés,4.0,2.0,2019-11-03,2020
Celta Vigo,Getafe,0.0,1.0,2019-11-03,2020
Osasuna,Alavés,4.0,2.0,2019-11-03,2020
Barcelona,Celta Vigo,4.0,1.0,2019-11-09,2020
Valencia,Granada,2.0,0.0,2019-11-09,2020
Getafe,Osasuna,0.0,0.0,2019-11-10,2020
Betis,Sevilla,1.0,2.0,2019-11-10,2020
Betis,Sevilla,1.0,2.0,2019-11-10,2020
Granada,Atlético Madrid,1.0,1.0,2019-11-23,2020
Real Madrid,Real Sociedad,3.0,1.0,2019-11-23,2020
Granada,Atlético Madrid,1.0,1.0,2019-11-23,2020
Betis,Valencia,2.0,1.0,2019-11-23,2020
Betis,Valencia,2.0,1.0,2019-11-23,2020
Osasuna,Athletic Club,1.0,2.0,2019-11-24,2020
Mallorca,Betis,1.0,2.0,2019-11-30,2020
Alavés,Real Madrid,1.0,2.0,2019-11-30,2020
Mallorca,Betis,1.0,2.0,2019-11-30,2020
Alavés,Real Madrid,1.0,2.0,2019-11-30,2020
Atlético Madrid,Barcelona,0.0,1.0,2019-12-01,2020
Athletic Club,Granada,2.0,0.0,2019-12-01,2020
Atlético Madrid,Barcelona,0.0,1.0,2019-12-01,2020
Barcelona,Mallorca,5.0,2.0,2019-12-07,2020
Granada,Alavés,3.0,0.0,2019-12-07,2020
Granada,Alavés,3.0,0.0,2019-12-07,2020
Osasuna,Sevilla,1.0,1.0,2019-12-08,2020
Betis,Athletic Club,3.0,2.0,2019-12-08,2020
Betis,Athletic Club,3.0,2.0,2019-12-08,2020
Real Sociedad,Barcelona,2.0,2.0,2019-12-14,2020
Atlético Madrid,Osasuna,2.0,0.0,2019-12-14,2020
Atlético Madrid,Osasuna,2.0,0.0,2019-12-14,2020
Valencia,Real Madrid,1.0,1.0,2019-12-15,2020
Celta Vigo,Mallorca,2.0,2.0,2019-12-15,2020
Barcelona,Real Madrid,0.0,0.0,2019-12-18,2020
Mallorca,Sevilla,0.0,2.0,2019-12-21,2020
Barcelona,Alavés,4.0,1.0,2019-12-21,2020
Barcelona,Alavés,4.0,1.0,2019-12-21,2020
Betis,Atlético Madrid,1.0,2.0,2019-12-22,2020
Real Madrid,Athletic Club,0.0,0.0,2019-12-22,2020
Osasuna,Real Sociedad,3.0,4.0,2019-12-22,2020
Betis,Atlético Madrid,1.0,2.0,2019-12-22,2020
Sevilla,Athletic Club,1.0,1.0,2020-01-03,2020
Getafe,Real Madrid,0.0,3.0,2020-01-04,2020
Granada,Mallorca,1.0,0.0,2020-01-05,2020
Alavés,Betis,1.0,1.0,2020-01-05,2020
Celta Vigo,Osasuna,1.0,1.0,2020-01-05,2020
Alavés,Betis,1.0,1.0,2020-01-05,2020
Real Madrid,Sevilla,2.0,1.0,2020-01-18,2020
Mallorca,Valencia,4.0,1.0,2020-01-19,2020
Athletic Club,Celta Vigo,1.0,1.0,2020-01-19,2020
Barcelona,Granada,1.0,0.0,2020-01-19,2020
Betis,Real Sociedad,3.0,0.0,2020-01-19,2020
Betis,Real Sociedad,3.0,0.0,2020-01-19,2020
Valencia,Barcelona,2.0,0.0,2020-01-25,2020
Sevilla,Granada,2.0,0.0,2020-01-25,2020
Real Sociedad,Mallorca,3.0,0.0,2020-01-26,2020
Getafe,Betis,1.0,0.0,2020-01-26,2020
Getafe,Betis,1.0,0.0,2020-01-26,2020
Valencia,Celta Vigo,1.0,0.0,2020-02-01,2020
Real Madrid,Atlético Madrid,1.0,0.0,2020-02-01,2020
Real Madrid,Atlético Madrid,1.0,0.0,2020-02-01,2020
Athletic Club,Getafe,0.0,2.0,2020-02-02,2020
Sevilla,Alavés,1.0,1.0,2020-02-02,2020
Sevilla,Alavés,1.0,1.0,2020-02-02,2020
Getafe,Valencia,3.0,0.0,2020-02-08,2020
Atlético Madrid,Granada,1.0,0.0,2020-02-08,2020
Atlético Madrid,Granada,1.0,0.0,2020-02-08,2020
Celta Vigo,Sevilla,2.0,1.0,2020-02-09,2020
Betis,Barcelona,2.0,3.0,2020-02-09,2020
Real Sociedad,Athletic Club,2.0,1.0,2020-02-09,2020
Osasuna,Real Madrid,1.0,4.0,2020-02-09,2020
Betis,Barcelona,2.0,3.0,2020-02-09,2020
Valencia,Atlético Madrid,2.0,2.0,2020-02-14,2020
Valencia,Atlético Madrid,2.0,2.0,2020-02-14,2020
Mallorca,Alavés,1.0,0.0,2020-02-15,2020
Barcelona,Getafe,2.0,1.0,2020-02-15,2020
Mallorca,Alavés,1.0,0.0,2020-02-15,2020
Athletic Club,Osasuna,0.0,1.0,2020-02-16,2020
Real Madrid,Celta Vigo,2.0,2.0,2020-02-16,2020
Betis,Mallorca,3.0,3.0,2020-02-21,2020
Betis,Mallorca,3.0,3.0,2020-02-21,2020
Real Sociedad,Valencia,3.0,0.0,2020-02-22,2020
Alavés,Athletic Club,2.0,1.0,2020-02-23,2020
Getafe,Sevilla,0.0,3.0,2020-02-23,2020
Alavés,Athletic Club,2.0,1.0,2020-02-23,2020
Osasuna,Granada,0.0,3.0,2020-02-23,2020
Valencia,Betis,2.0,1.0,2020-02-29,2020
Granada,Celta Vigo,0.0,0.0,2020-02-29,2020
Valencia,Betis,2.0,1.0,2020-02-29,2020
Sevilla,Osasuna,3.0,2.0,2020-03-01,2020
Real Madrid,Barcelona,2.0,0.0,2020-03-01,2020
Mallorca,Getafe,0.0,1.0,2020-03-01,2020
Alavés,Valencia,1.0,1.0,2020-03-06,2020
Alavés,Valencia,1.0,1.0,2020-03-06,2020
Barcelona,Real Sociedad,1.0,0.0,2020-03-07,2020
Getafe,Celta Vigo,0.0,0.0,2020-03-07,2020
Atlético Madrid,Sevilla,2.0,2.0,2020-03-07,2020
Atlético Madrid,Sevilla,2.0,2.0,2020-03-07,2020
Betis,Real Madrid,2.0,1.0,2020-03-08,2020
Betis,Real Madrid,2.0,1.0,2020-03-08,2020
Sevilla,Betis,2.0,0.0,2020-06-11,2020
Sevilla,Betis,2.0,0.0,2020-06-11,2020
Granada,Getafe,2.0,1.0,2020-06-12,2020
Mallorca,Barcelona,0.0,4.0,2020-06-13,2020
Athletic Club,Atlético Madrid,1.0,1.0,2020-06-14,2020
Real Sociedad,Osasuna,1.0,1.0,2020-06-14,2020
Athletic Club,Atlético Madrid,1.0,1.0,2020-06-14,2020
Betis,Granada,2.0,2.0,2020-06-15,2020
Betis,Granada,2.0,2.0,2020-06-15,2020
Osasuna,Atlético Madrid,0.0,5.0,2020-06-17,2020
Osasuna,Atlético Madrid,0.0,5.0,2020-06-17,2020
Alavés,Real Sociedad,2.0,0.0,2020-06-18,2020
Alavés,Real Sociedad,2.0,0.0,2020-06-18,2020
Real Madrid,Valencia,3.0,0.0,2020-06-18,2020
Sevilla,Barcelona,0.0,0.0,2020-06-19,2020
Athletic Club,Betis,1.0,0.0,2020-06-20,2020
Athletic Club,Betis,1.0,0.0,2020-06-20,2020
Real Sociedad,Real Madrid,1.0,2.0,2020-06-21,2020
Celta Vigo,Alavés,6.0,0.0,2020-06-21,2020
Valencia,Osasuna,2.0,0.0,2020-06-21,2020
Celta Vigo,Alavés,6.0,0.0,2020-06-21,2020
Barcelona,Athletic Club,1.0,0.0,2020-06-23,2020
Real Madrid,Mallorca,2.0,0.0,2020-06-24,2020
Alavés,Osasuna,0.0,1.0,2020-06-24,2020
Real Sociedad,Celta Vigo,0.0,1.0,2020-06-24,2020
Alavés,Osasuna,0.0,1.0,2020-06-24,2020
Atlético Madrid,Alavés,2.0,1.0,2020-06-27,2020
Athletic Club,Mallorca,3.0,1.0,2020-06-27,2020
Celta Vigo,Barcelona,2.0,2.0,2020-06-27,2020
Atlético Madrid,Alavés,2.0,1.0,2020-06-27,2020
Getafe,Real Sociedad,2.0,1.0,2020-06-29,2020
Barcelona,Atlético Madrid,2.0,2.0,2020-06-30,2020
Mallorca,Celta Vigo,5.0,1.0,2020-06-30,2020
Barcelona,Atlético Madrid,2.0,2.0,2020-06-30,2020
Alavés,Granada,0.0,2.0,2020-07-01,2020
Valencia,Athletic Club,0.0,2.0,2020-07-01,2020
Alavés,Granada,0.0,2.0,2020-07-01,2020
Real Madrid,Getafe,1.0,0.0,2020-07-02,2020
Atlético Madrid,Mallorca,3.0,0.0,2020-07-03,2020
Atlético Madrid,Mallorca,3.0,0.0,2020-07-03,2020
Granada,Valencia,2.0,2.0,2020-07-04,2020
Celta Vigo,Betis,1.0,1.0,2020-07-04,2020
Celta Vigo,Betis,1.0,1.0,2020-07-04,2020
Osasuna,Getafe,0.0,0.0,2020-07-05,2020
Athletic Club,Real Madrid,0.0,1.0,2020-07-05,2020
Celta Vigo,Atlético Madrid,1.0,1.0,2020-07-07,2020
Celta Vigo,Atlético Madrid,1.0,1.0,2020-07-07,2020
Betis,Osasuna,3.0,0.0,2020-07-08,2020
Betis,Osasuna,3.0,0.0,2020-07-08,2020
Athletic Club,Sevilla,1.0,2.0,2020-07-09,2020
Real Sociedad,Granada,2.0,3.0,2020-07-10,2020
Real Madrid,Alavés,2.0,0.0,2020-07-10,2020
Real Madrid,Alavés,2.0,0.0,2020-07-10,2020
Osasuna,Celta Vigo,2.0,1.0,2020-07-11,2020
Atlético Madrid,Betis,1.0,0.0,2020-07-11,2020
Atlético Madrid,Betis,1.0,0.0,2020-07-11,2020
Sevilla,Mallorca,2.0,0.0,2020-07-12,2020
Granada,Real Madrid,1.0,2.0,2020-07-13,2020
Alavés,Getafe,0.0,0.0,2020-07-13,2020
Alavés,Getafe,0.0,0.0,2020-07-13,2020
Barcelona,Osasuna,1.0,2.0,2020-07-16,2020
Mallorca,Granada,1.0,2.0,2020-07-16,2020
Getafe,Atlético Madrid,0.0,2.0,2020-07-16,2020
Real Sociedad,Sevilla,0.0,0.0,2020-07-16,2020
Getafe,Atlético Madrid,0.0,2.0,2020-07-16,2020
Betis,Alavés,1.0,2.0,2020-07-16,2020
Betis,Alavés,1.0,2.0,2020-07-16,2020
Osasuna,Mallorca,2.0,2.0,2020-07-19,2020
Sevilla,Valencia,1.0,0.0,2020-07-19,2020
Atlético Madrid,Real Sociedad,1.0,1.0,2020-07-19,2020
Alavés,Barcelona,0.0,5.0,2020-07-19,2020
Atlético Madrid,Real Sociedad,1.0,1.0,2020-07-19,2020
Granada,Athletic Club,4.0,0.0,2020-07-19,2020
Alavés,Barcelona,0.0,5.0,2020-07-19,2020
Cádiz,Osasuna,0.0,2.0,2020-09-12,2021
Cádiz,Osasuna,0.0,2.0,2020-09-12,2021
Granada,Athletic Club,2.0,0.0,2020-09-12,2021
Alavés,Betis,0.0,1.0,2020-09-13,2021
Alavés,Betis,0.0,1.0,2020-09-13,2021
Celta Vigo,Valencia,2.0,1.0,2020-09-19,2021
Getafe,Osasuna,1.0,0.0,2020-09-19,2021
Granada,Alavés,2.0,1.0,2020-09-20,2021
Real Sociedad,Real Madrid,0.0,0.0,2020-09-20,2021
Granada,Alavés,2.0,1.0,2020-09-20,2021
Betis,Real Madrid,2.0,3.0,2020-09-26,2021
Alavés,Getafe,0.0,0.0,2020-09-26,2021
Alavés,Getafe,0.0,0.0,2020-09-26,2021
Betis,Real Madrid,2.0,3.0,2020-09-26,2021
Atlético Madrid,Granada,6.0,1.0,2020-09-27,2021
Cádiz,Sevilla,1.0,3.0,2020-09-27,2021
Atlético Madrid,Granada,6.0,1.0,2020-09-27,2021
Cádiz,Sevilla,1.0,3.0,2020-09-27,2021
Getafe,Betis,3.0,0.0,2020-09-29,2021
Real Sociedad,Valencia,0.0,1.0,2020-09-29,2021
Getafe,Betis,3.0,0.0,2020-09-29,2021
Celta Vigo,Barcelona,0.0,3.0,2020-10-01,2021
Athletic Club,Cádiz,0.0,1.0,2020-10-01,2021
Athletic Club,Cádiz,0.0,1.0,2020-10-01,2021
Valencia,Betis,0.0,2.0,2020-10-03,2021
Valencia,Betis,0.0,2.0,2020-10-03,2021
Real Sociedad,Getafe,3.0,0.0,2020-10-03,2021
Alavés,Athletic Club,1.0,0.0,2020-10-04,2021
Barcelona,Sevilla,1.0,1.0,2020-10-04,2021
Osasuna,Celta Vigo,2.0,0.0,2020-10-04,2021
Cádiz,Granada,1.0,1.0,2020-10-04,2021
Alavés,Athletic Club,1.0,0.0,2020-10-04,2021
Cádiz,Granada,1.0,1.0,2020-10-04,2021
Real Madrid,Cádiz,0.0,1.0,2020-10-17,2021
Granada,Sevilla,1.0,0.0,2020-10-17,2021
Celta Vigo,Atlético Madrid,0.0,2.0,2020-10-17,2021
Getafe,Barcelona,1.0,0.0,2020-10-17,2021
Real Madrid,Cádiz,0.0,1.0,2020-10-17,2021
Celta Vigo,Atlético Madrid,0.0,2.0,2020-10-17,2021
Betis,Real Sociedad,0.0,3.0,2020-10-18,2021
Betis,Real Sociedad,0.0,3.0,2020-10-18,2021
Osasuna,Athletic Club,1.0,0.0,2020-10-24,2021
Barcelona,Real Madrid,1.0,3.0,2020-10-24,2021
Atlético Madrid,Betis,2.0,0.0,2020-10-24,2021
Atlético Madrid,Betis,2.0,0.0,2020-10-24,2021
Getafe,Granada,0.0,1.0,2020-10-25,2021
Alavés,Barcelona,1.0,1.0,2020-10-31,2021
Osasuna,Atlético Madrid,1.0,3.0,2020-10-31,2021
Athletic Club,Sevilla,2.0,1.0,2020-10-31,2021
Alavés,Barcelona,1.0,1.0,2020-10-31,2021
Osasuna,Atlético Madrid,1.0,3.0,2020-10-31,2021
Celta Vigo,Real Sociedad,1.0,4.0,2020-11-01,2021
Valencia,Getafe,2.0,2.0,2020-11-01,2021
Atlético Madrid,Cádiz,4.0,0.0,2020-11-07,2021
Sevilla,Osasuna,1.0,0.0,2020-11-07,2021
Barcelona,Betis,5.0,2.0,2020-11-07,2021
Atlético Madrid,Cádiz,4.0,0.0,2020-11-07,2021
Barcelona,Betis,5.0,2.0,2020-11-07,2021
Real Sociedad,Granada,2.0,0.0,2020-11-08,2021
Valencia,Real Madrid,4.0,1.0,2020-11-08,2021
Sevilla,Celta Vigo,4.0,2.0,2020-11-21,2021
Atlético Madrid,Barcelona,1.0,0.0,2020-11-21,2021
Atlético Madrid,Barcelona,1.0,0.0,2020-11-21,2021
Alavés,Valencia,2.0,2.0,2020-11-22,2021
Alavés,Valencia,2.0,2.0,2020-11-22,2021
Cádiz,Real Sociedad,0.0,1.0,2020-11-22,2021
Cádiz,Real Sociedad,0.0,1.0,2020-11-22,2021
Athletic Club,Betis,4.0,0.0,2020-11-23,2021
Athletic Club,Betis,4.0,0.0,2020-11-23,2021
Real Madrid,Alavés,1.0,2.0,2020-11-28,2021
Valencia,Atlético Madrid,0.0,1.0,2020-11-28,2021
Real Madrid,Alavés,1.0,2.0,2020-11-28,2021
Valencia,Atlético Madrid,0.0,1.0,2020-11-28,2021
Barcelona,Osasuna,4.0,0.0,2020-11-29,2021
Getafe,Athletic Club,1.0,1.0,2020-11-29,2021
Celta Vigo,Granada,3.0,1.0,2020-11-29,2021
Athletic Club,Celta Vigo,0.0,2.0,2020-12-04,2021
Sevilla,Real Madrid,0.0,1.0,2020-12-05,2021
Cádiz,Barcelona,2.0,1.0,2020-12-05,2021
Cádiz,Barcelona,2.0,1.0,2020-12-05,2021
Alavés,Real Sociedad,0.0,0.0,2020-12-06,2021
Alavés,Real Sociedad,0.0,0.0,2020-12-06,2021
Osasuna,Betis,0.0,2.0,2020-12-06,2021
Osasuna,Betis,0.0,2.0,2020-12-06,2021
Valencia,Athletic Club,2.0,2.0,2020-12-12,2021
Real Madrid,Atlético Madrid,2.0,0.0,2020-12-12,2021
Getafe,Sevilla,0.0,1.0,2020-12-12,2021
Real Madrid,Atlético Madrid,2.0,0.0,2020-12-12,2021
Celta Vigo,Cádiz,4.0,0.0,2020-12-14,2021
Celta Vigo,Cádiz,4.0,0.0,2020-12-14,2021
Real Madrid,Athletic Club,3.0,1.0,2020-12-15,2021
Barcelona,Real Sociedad,2.0,1.0,2020-12-16,2021
Barcelona,Valencia,2.0,2.0,2020-12-19,2021
Celta Vigo,Alavés,2.0,0.0,2020-12-20,2021
Granada,Betis,2.0,0.0,2020-12-20,2021
Cádiz,Getafe,0.0,2.0,2020-12-20,2021
Celta Vigo,Alavés,2.0,0.0,2020-12-20,2021
Cádiz,Getafe,0.0,2.0,2020-12-20,2021
Granada,Betis,2.0,0.0,2020-12-20,2021
Valencia,Sevilla,0.0,1.0,2020-12-22,2021
Real Sociedad,Atlético Madrid,0.0,2.0,2020-12-22,2021
Real Sociedad,Atlético Madrid,0.0,2.0,2020-12-22,2021
Real Madrid,Granada,2.0,0.0,2020-12-23,2021
Betis,Cádiz,1.0,0.0,2020-12-23,2021
Getafe,Celta Vigo,1.0,1.0,2020-12-23,2021
Betis,Cádiz,1.0,0.0,2020-12-23,2021
Granada,Valencia,2.0,1.0,2020-12-30,2021
Atlético Madrid,Getafe,1.0,0.0,2020-12-30,2021
Atlético Madrid,Getafe,1.0,0.0,2020-12-30,2021
Athletic Club,Real Sociedad,0.0,1.0,2020-12-31,2021
Osasuna,Alavés,1.0,1.0,2020-12-31,2021
Osasuna,Alavés,1.0,1.0,2020-12-31,2021
Real Madrid,Celta Vigo,2.0,0.0,2021-01-02,2021
Betis,Sevilla,1.0,1.0,2021-01-02,2021
Betis,Sevilla,1.0,1.0,2021-01-02,2021
Real Sociedad,Osasuna,1.0,1.0,2021-01-03,2021
Alavés,Atlético Madrid,1.0,2.0,2021-01-03,2021
Alavés,Atlético Madrid,1.0,2.0,2021-01-03,2021
Valencia,Cádiz,1.0,1.0,2021-01-04,2021
Valencia,Cádiz,1.0,1.0,2021-01-04,2021
Athletic Club,Barcelona,2.0,3.0,2021-01-06,2021
Granada,Barcelona,0.0,4.0,2021-01-09,2021
Osasuna,Real Madrid,0.0,0.0,2021-01-09,2021
Sevilla,Real Sociedad,3.0,2.0,2021-01-09,2021
Cádiz,Alavés,3.0,1.0,2021-01-10,2021
Cádiz,Alavés,3.0,1.0,2021-01-10,2021
Atlético Madrid,Sevilla,2.0,0.0,2021-01-12,2021
Granada,Osasuna,2.0,0.0,2021-01-12,2021
Atlético Madrid,Sevilla,2.0,0.0,2021-01-12,2021
Alavés,Sevilla,1.0,2.0,2021-01-19,2021
Alavés,Sevilla,1.0,2.0,2021-01-19,2021
Betis,Celta Vigo,2.0,1.0,2021-01-20,2021
Betis,Celta Vigo,2.0,1.0,2021-01-20,2021
Valencia,Osasuna,1.0,1.0,2021-01-21,2021
Sevilla,Cádiz,3.0,0.0,2021-01-23,2021
Alavés,Real Madrid,1.0,4.0,2021-01-23,2021
Sevilla,Cádiz,3.0,0.0,2021-01-23,2021
Real Sociedad,Betis,2.0,2.0,2021-01-23,2021
Alavés,Real Madrid,1.0,4.0,2021-01-23,2021
Real Sociedad,Betis,2.0,2.0,2021-01-23,2021
Atlético Madrid,Valencia,3.0,1.0,2021-01-24,2021
Osasuna,Granada,3.0,1.0,2021-01-24,2021
Atlético Madrid,Valencia,3.0,1.0,2021-01-24,2021
Athletic Club,Getafe,5.0,1.0,2021-01-25,2021
Cádiz,Atlético Madrid,2.0,4.0,2021-01-31,2021
Getafe,Alavés,0.0,0.0,2021-01-31,2021
Granada,Celta Vigo,0.0,0.0,2021-01-31,2021
Barcelona,Athletic Club,2.0,1.0,2021-01-31,2021
Cádiz,Atlético Madrid,2.0,4.0,2021-01-31,2021
Getafe,Alavés,0.0,0.0,2021-01-31,2021
Betis,Osasuna,1.0,0.0,2021-02-01,2021
Betis,Osasuna,1.0,0.0,2021-02-01,2021
Sevilla,Getafe,3.0,0.0,2021-02-06,2021
Athletic Club,Valencia,1.0,1.0,2021-02-07,2021
Betis,Barcelona,2.0,3.0,2021-02-07,2021
Real Sociedad,Cádiz,4.0,1.0,2021-02-07,2021
Real Sociedad,Cádiz,4.0,1.0,2021-02-07,2021
Betis,Barcelona,2.0,3.0,2021-02-07,2021
Atlético Madrid,Celta Vigo,2.0,2.0,2021-02-08,2021
Atlético Madrid,Celta Vigo,2.0,2.0,2021-02-08,2021
Real Madrid,Getafe,2.0,0.0,2021-02-09,2021
Barcelona,Alavés,5.0,1.0,2021-02-13,2021
Granada,Atlético Madrid,1.0,2.0,2021-02-13,2021
Barcelona,Alavés,5.0,1.0,2021-02-13,2021
Granada,Atlético Madrid,1.0,2.0,2021-02-13,2021
Real Madrid,Valencia,2.0,0.0,2021-02-14,2021
Getafe,Real Sociedad,0.0,1.0,2021-02-14,2021
Cádiz,Athletic Club,0.0,4.0,2021-02-15,2021
Cádiz,Athletic Club,0.0,4.0,2021-02-15,2021
Betis,Getafe,1.0,0.0,2021-02-19,2021
Betis,Getafe,1.0,0.0,2021-02-19,2021
Valencia,Celta Vigo,2.0,0.0,2021-02-20,2021
Real Sociedad,Alavés,4.0,0.0,2021-02-21,2021
Real Sociedad,Alavés,4.0,0.0,2021-02-21,2021
Barcelona,Cádiz,1.0,1.0,2021-02-21,2021
Barcelona,Cádiz,1.0,1.0,2021-02-21,2021
Osasuna,Sevilla,0.0,2.0,2021-02-22,2021
Sevilla,Barcelona,0.0,2.0,2021-02-27,2021
Getafe,Valencia,3.0,0.0,2021-02-27,2021
Alavés,Osasuna,0.0,1.0,2021-02-27,2021
Alavés,Osasuna,0.0,1.0,2021-02-27,2021
Cádiz,Betis,0.0,1.0,2021-02-28,2021
Cádiz,Betis,0.0,1.0,2021-02-28,2021
Real Madrid,Real Sociedad,1.0,1.0,2021-03-01,2021
Osasuna,Barcelona,0.0,2.0,2021-03-06,2021
Athletic Club,Granada,2.0,1.0,2021-03-07,2021
Atlético Madrid,Real Madrid,1.0,1.0,2021-03-07,2021
Atlético Madrid,Real Madrid,1.0,1.0,2021-03-07,2021
Betis,Alavés,3.0,2.0,2021-03-08,2021
Betis,Alavés,3.0,2.0,2021-03-08,2021
Atlético Madrid,Athletic Club,2.0,1.0,2021-03-10,2021
Atlético Madrid,Athletic Club,2.0,1.0,2021-03-10,2021
Getafe,Atlético Madrid,0.0,0.0,2021-03-13,2021
Alavés,Cádiz,1.0,1.0,2021-03-13,2021
Alavés,Cádiz,1.0,1.0,2021-03-13,2021
Getafe,Atlético Madrid,0.0,0.0,2021-03-13,2021
Celta Vigo,Athletic Club,0.0,0.0,2021-03-14,2021
Granada,Real Sociedad,1.0,0.0,2021-03-14,2021
Sevilla,Betis,1.0,0.0,2021-03-14,2021
Sevilla,Betis,1.0,0.0,2021-03-14,2021
Celta Vigo,Real Madrid,1.0,3.0,2021-03-20,2021
Valencia,Granada,2.0,1.0,2021-03-21,2021
Atlético Madrid,Alavés,1.0,0.0,2021-03-21,2021
Real Sociedad,Barcelona,1.0,6.0,2021-03-21,2021
Atlético Madrid,Alavés,1.0,0.0,2021-03-21,2021
Osasuna,Getafe,0.0,0.0,2021-04-03,2021
Alavés,Celta Vigo,1.0,3.0,2021-04-04,2021
Sevilla,Atlético Madrid,1.0,0.0,2021-04-04,2021
